compound_id,external_id,annotations
23285,CHEBI:28835,"steroid glucosiduronic acid
"
23285,C11134,"C19 steroids (androgens) and derivatives
Glucuronides
"
23285,LMST05010012,"Glucuronides
"
23290,CHEBI:27647,"prostaglandins G
"
23290,C05956,"Prostaglandins
"
23290,LMFA03010009,"Prostaglandins
"
23292,LMFA03010014,"Prostaglandins
"
23298,CHEBI:7563,"N-acylglycine
"
23308,CHEBI:40304,"guanosines
"
23316,CHEBI:16898,"pyrimidines
diazine
"
23316,PYRIMIDINE-RING,"a ring
"
23322,CHEBI:18036,"phosphorus oxoanion
triphosphate ion
"
23322,P3I,"a polyphosphate
"
23323,LMFA01050398,"Hydroxy fatty acids
"
23325,CHEBI:47954,"D-galactopyranuronic acid
"
23326,CHEBI:16855,"lysine
D-alpha-amino acid
"
23326,C00739,"Other amino acids
"
23327,CHEBI:16523,"D-alpha-amino acid
serine
"
23327,C00740,"Other amino acids
"
23328,CHEBI:16118,"organic heteropentacyclic compound
berberine alkaloid
"
23328,C00757,"Isoquinoline alkaloids
Alkaloids
"
23328,BERBERINE,"a small molecule
"
23329,CHEBI:16313,"D-alpha-amino acid
proline
"
23329,C00763,"Other amino acids
"
23331,CHEBI:16375,"D-alpha-amino acid
cysteine
"
23331,C00793,"Other amino acids
"
23334,CHEBI:17061,"D-alpha-amino acid
glutamine
"
23334,C00819,"Other amino acids
"
23336,CHEBI:16255,"imidazoles
amino alcohol
"
23339,CHEBI:17871,"alpha-CH2-containing aldehyde
propanals
"
23339,HYDROXYPROPANAL,"a small molecule
"
23340,CHEBI:16871,"lactone
furopyridine
"
23340,CPD-375,"a small molecule
"
23342,CHEBI:17587,"gulonolactone
"
23343,CHEBI:48309,"glutamic acid derivative
N-formyl amino acid
"
23345,CHEBI:15961,"<element>o</element>-phosphorylhomoserine
"
23348,CHEBI:18148,"D-glucose 1,6-bisphosphate
"
23349,CHEBI:52222,"homocitric acid
"
23353,CHEBI:28807,"deoxyinosine phosphate
purine 2'-deoxyribonucleoside 5'-triphosphate
"
23354,CHEBI:28976,"carbon oxoacid
chalcocarbonic acid
"
23354,H2CO3,"a small molecule
"
23358,CHEBI:28616,"one-carbon compound
organonitrogen compound
carbon oxoacid
"
23360,CHEBI:16315,"morphinane alkaloid
"
23360,C01735,"Isoquinoline alkaloids
"
23361,CHEBI:15521,"medium-chain fatty acyl-CoA
"
23362,CHEBI:16794,"tertiary amino compound
epoxide
propanoate ester
tropane alkaloid
"
23364,CHEBI:42280,"dethiobiotin
"
23365,CHEBI:17228,"guanidines
"
23369,CHEBI:17123,"enamine
alpha-amino acid
alpha,beta-unsaturated monocarboxylic acid
alanine derivative
dehydroamino acid
"
23372,CHEBI:16354,"imidazolidine-2,4-dione
"
23372,N-METHYLHYDANTOIN,"a small molecule
"
23373,CHEBI:50718,"acetaldehyde oxime
"
23374,CHEBI:17166,"N-substituted putrescine
"
23376,ALPHA-PINENE-OXIDE,"a small molecule
"
23377,CHEBI:17645,"monocarboxylic acid
N-acyl-amino acid
"
23379,CHEBI:15890,"dimethylbenzimidazole
"
23379,DIMETHYLBENZIMIDAZOLE,"a small molecule
"
23380,CHEBI:16034,"guanidinoacetates
phosphoramide
"
23381,CHEBI:57330,"monounsaturated fatty acyl-CoA(4-)
"
23383,CHEBI:17905,"thiol
organosulfonic acid
"
23385,CHEBI:28952,"3-oxo steroid
20-oxo steroid
"
23385,LMST02030170,"C21 steroids (gluco/mineralocorticoids, progestogins) and derivatives
"
23387,CHEBI:15621,"alpha-CH2-containing aldehyde
phenylacetaldehydes
"
23387,HYDRPHENYLAC-CPD,"a small molecule
"
23388,CHEBI:16985,"androstane-3,17-dione
"
23388,C03772,"C19 steroids (androgens) and derivatives
Androstane and derivatives
"
23388,LMST02020058,"C19 steroids (androgens) and derivatives
"
23390,CHEBI:27978,"catechols
alpha-CH2-containing aldehyde
phenylacetaldehydes
"
23390,34-DIHYDROXYPHENYLACETALDEHYDE,"a small molecule
"
23391,CHEBI:2710,"17beta-hydroxy steroid
3beta-hydroxy steroid
"
23391,C04295,"C19 steroids (androgens) and derivatives
Androstane and derivatives
"
23391,LMST02020005,"C19 steroids (androgens) and derivatives
"
23394,CHEBI:31959,"organic disulfide
"
23397,CHEBI:29269,"phosphoric acid derivative
"
23403,CHEBI:15655,"HPODE
"
23403,C04717,"Hydroperoxy fatty acids
"
23403,LMFA02000034,"Other Octadecanoids
"
23404,CHEBI:48043,"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oic acid
"
23404,LMST04030151,"C27 bile acids, alcohols, and derivatives
"
23405,CHEBI:15558,"15-HETE
"
23405,C04742,"Hydroxy/hydroperoxyeicosatetraenoic acids
"
23405,LMFA03060001,"Hydroxy/hydroperoxyeicosatetraenoic acids
"
23406,CHEBI:16837,"ribose monophosphate
1-ribosylbenzimidazole
dimethylbenzimidazole
"
23408,CHEBI:1157,"alkanesulfonic acid
"
23410,CHEBI:27398,"alpha-CH2-containing aldehyde
imidazolylacetaldehyde
"
23410,IMIDAZOLE_ACETALDEHYDE,"a small molecule
"
23411,C05145,"Other amino acids
"
23412,CHEBI:16415,"dibenzazecine alkaloid
"
23412,C05189,"Isoquinoline alkaloids
"
23412,PROTOPINE,"a small molecule
"
23413,CHEBI:16607,"aminoimidazole
"
23413,AMINO-IMIDAZOLE,"a small molecule
"
23415,CHEBI:59951,"alpha-amino acid
imidazopyridine
"
23420,LMFA07050014,"Fatty acyl CoAs
"
23433,LMFA07050007,"Fatty acyl CoAs
"
23435,CHEBI:27576,"3-oxo steroid
19-hydroxy steroid
17-oxo steroid
androstanoid
"
23435,C05290,"C19 steroids (androgens) and derivatives
"
23435,LMST02020067,"C19 steroids (androgens) and derivatives
"
23437,CHEBI:75308,"aldehyde
3-oxo steroid
17beta-hydroxy steroid
androstanoid
"
23437,C05295,"C19 steroids (androgens) and derivatives
"
23442,CHEBI:28082,"5alpha-hydroxy steroid
6beta-hydroxy steroid
3beta-hydroxy steroid
"
23442,LMST01010052,"Cholesterol and derivatives
"
23444,CHEBI:28043,"3beta-hydroxy steroid
21-hydroxy steroid
hydroxypregnenolone
"
23444,LMST02030167,"C21 steroids (gluco/mineralocorticoids, progestogins) and derivatives
"
23445,LMST02030192,"C21 steroids (gluco/mineralocorticoids, progestogins) and derivatives
"
23448,CHEBI:67237,"22-hydroxy steroid
oxysterol
"
23448,C05502,"Cholesterol and derivatives
"
23448,LMST01010086,"Cholesterol and derivatives
"
23450,CHEBI:28718,"allothreonine
"
23451,CHEBI:21891,"methyladenosine
"
23452,CHEBI:16894,"carboxyalkanesulfonic acid
"
23455,CHEBI:18157,"L-lysine derivative
"
23456,CHEBI:27404,"dihydroxyindole
"
23456,DIHYDROXYINDOLE,"a small molecule
"
23457,CPD-11876,"a small molecule
"
23458,CHEBI:28508,"dihydroxybenzaldehyde
"
23460,CHEBI:60872,"indoles
hydroxy monocarboxylic acid
"
23462,CHEBI:50157,"hydroxyindole
indoleacetaldehyde
"
23462,5-HYDROXYINDOLE_ACETALDEHYDE,"a small molecule
"
23463,CHEBI:28715,"hydroxykynurenamine
"
23466,CHEBI:2700,"N-(long-chain-acyl)ethanolamine
endocannabinoid
"
23466,C11695,"N-acyl ethanolamides (endocannabinoids)
"
23466,LMFA08040001,"N-acyl ethanolamines (endocannabinoids)
"
23467,CHEBI:2198,"acetamides
tryptamines
"
23467,CPD-12014,"a small molecule
"
23472,CHEBI:36575,"amidobenzoic acid
"
23474,CHEBI:2089,"aromatic ether
tryptamines
"
23474,CPD-12018,"a small molecule
"
23476,CHEBI:15732,"monocarboxylic acid
phosphonic acids
"
23477,CHEBI:2485,"adenosine 5'-phosphate
"
23490,CHEBI:28104,"alpha-CH2-containing aldehyde
imidazolylacetaldehyde
"
23493,CHEBI:27410,"methylpyridines
pyridone
pyridinecarboxamide
"
23494,CHEBI:27838,"methylpyridines
pyridone
pyridinecarboxamide
"
23496,CHEBI:18067,"phylloquinones
"
23496,LMPR02030028,"Vitamin K
"
23497,CHEBI:73521,"dipeptide
"
23498,CHEBI:28814,"stilbenol
"
23498,C05901,"Diphenyl ethers, biphenyls, dibenzyls and stilbenes
Stilbenes
"
23498,LMPK13090006,"Diphenyl ethers, biphenyls, dibenzyls and stilbenes
"
23501,CHEBI:28116,"2-oxo monocarboxylic acid
"
23502,CHEBI:7386,"monocarboxylic acid amide
alpha-CH2-containing aldehyde
"
23502,CPD-30,"a small molecule
"
23506,CHEBI:28130,"oxo carboxylic acid
"
23506,C05958,"Prostaglandins
"
23506,LMFA03010020,"Prostaglandins
"
23508,CHEBI:28442,"prostaglandins Falpha
"
23508,C05960,"Prostaglandins
"
23508,LMFA03010026,"Prostaglandins
"
23509,CHEBI:28269,"prostaglandins E
"
23509,C05962,"Prostaglandins
"
23509,LMFA03010012,"Prostaglandins
"
23518,CPD-12022,"a small molecule
"
23519,C14771,"Hydroxy/hydroperoxyeicosatrienoic acids
"
23523,CHEBI:2124,"lactone
furopyridine
"
23523,CPD-9028,"a small molecule
"
23528,CHEBI:70854,"aromatic ether
aminopyrimidine
"
23529,C06180,"Pyridine alkaloids
"
23530,CHEBI:51023,"imidazolinone
"
23531,CHEBI:28136,"tryptamine alkaloid
tryptamines
"
23531,C06213,"Indole alkaloids
"
23535,CHEBI:28123,"ethanolamines
"
23536,CHEBI:28179,"benzamides
"
23539,CHEBI:37451,"steroid glucosiduronic acid
"
23539,C11136,"Glucuronides
"
23539,LMST05010014,"Glucuronides
"
23540,C00353,"Acyclic diterpenoids
Linear diterpenes
"
23541,CHEBI:16067,"myo-inositol tetrakisphosphate
"
23544,CHEBI:46961,"sphingoid
amino alcohol
triol
"
23544,C12144,"4-Hydroxysphinganines (Phytosphingosines)
"
23544,LMSP01030001,"4-Hydroxysphinganines (Phytosphingosines)
"
23545,LMST02020101,"C19 steroids (androgens) and derivatives
"
23546,CHEBI:40521,"N-acetyl-L-amino acid
"
23553,CHEBI:50091,"glutathione derivative
"
23555,CHEBI:33023,"1-heptyl-2-octylcyclopentane
"
23556,CHEBI:48926,"glutathione derivative
"
23558,CHEBI:34154,"HODE
"
23558,C14762,"Other Octadecanoids
"
23558,LMFA02000228,"Other Octadecanoids
"
23559,CHEBI:68947,"enone
OxoODE
"
23559,C14765,"Other Octadecanoids
"
23559,LMFA02000016,"Other Octadecanoids
"
23563,CHEBI:34486,"HETE
"
23563,C14776,"Hydroxy/hydroperoxyeicosatetraenoic acids
"
23563,LMFA03060006,"Hydroxy/hydroperoxyeicosatetraenoic acids
"
23564,CHEBI:34162,"16-HETE
"
23564,C14778,"Hydroxy/hydroperoxyeicosatetraenoic acids
"
23564,LMFA03060069,"Hydroxy/hydroperoxyeicosatetraenoic acids
"
23565,LMFA03060061,"Hydroxy/hydroperoxyeicosatetraenoic acids
"
23567,CHEBI:63976,"prostaglandins Falpha
ketone
"
23567,LMFA03010027,"Prostaglandins
"
23568,LMFA03110002,"Isoprostanes
"
23569,CHEBI:15631,"long-chain fatty acid
epoxy fatty acid
trienoic fatty acid
hydroxy fatty acid
"
23569,LMFA03080012,"Epoxyeicosatrienoic acids
"
23573,C14814,"Hydroxy/hydroperoxyeicosatrienoic acids
"
23575,CHEBI:34487,"HPETE
"
23575,C14823,"Hydroxy/hydroperoxyeicosatetraenoic acids
"
23575,LMFA03060073,"Hydroxy/hydroperoxyeicosatetraenoic acids
"
23578,C14828,"Hydroxy fatty acids
"
23580,CHEBI:34485,"HPODE
octadecanoid
"
23580,C14831,"Other Octadecanoids
"
23580,LMFA02000113,"Other Octadecanoids
"
23581,CHEBI:34506,"TriHOME
"
23581,C14833,"Other Octadecanoids
"
23581,LMFA02000014,"Other Octadecanoids
"
23585,CHEBI:16738,"dichlorophenol
"
23585,24-DICHLOROPHENOL,"a chloroaromatic compound
"
23591,CHEBI:74092,"sulfone
biotins
"
23595,CHEBI:19289,"methylguanosine
"
23728,LMSP0501AA09,"Simple Glc series
"
23730,CHEBI:32380,"decenoic acid
"
23730,LMFA01030199,"Unsaturated fatty acids
"
23732,LMFA01170078,"Dicarboxylic acids
"
23735,CHEBI:70966,"imidazolyl carboxylic acid
"
23737,CHEBI:116735,"substituted aniline
benzoate ester
"
23739,CHEBI:6532,"piperidines
organochlorine compound
monocarboxylic acid amide
"
23743,CHEBI:9150,"fatty acid ester
delta-lactone
"
23745,CHEBI:50275,"5-methoxy-2-\{[(4-methoxy-3,5-dimethylpyridin-2-yl)methyl]sulfinyl\}-1H-benzimidazole
"
23746,CHEBI:9123,"organochlorine compound
secondary amino compound
tetralins
"
23748,CHEBI:7735,"N-arylpiperazine
N-methylpiperazine
benzodiazepine
"
23749,CHEBI:41423,"organofluorine compound
pyrazoles
sulfonamide
"
23750,CHEBI:42797,"gamma-amino acid
"
23754,CHEBI:8871,"organofluorine compound
pyridopyrimidine
1,2-benzoxazoles
heteroarylpiperidine
"
23755,CHEBI:8707,"N-arylpiperazine
N-alkylpiperazine
dibenzothiazepine
"
23756,CHEBI:63618,"carboxylic ester
secondary alcohol
hydroxy monocarboxylic acid
3-hydroxy carboxylic acid
carbobicyclic compound
"
23757,CHEBI:10125,"imidazopyridine
"
23759,CHEBI:36791,"1-[3-(dimethylamino)propyl]-1-(4-fluorophenyl)-1,3-dihydro-2-benzofuran-5-carbonitrile
"
23763,CHEBI:63634,"sulfonamide
isoxazoles
"
23764,CHEBI:63631,"cyclic ketal
sulfamate ester
ketohexose derivative
"
23767,CHEBI:10650,"sulfonamide
tryptamines
"
23769,CHEBI:9139,"sulfonamide
piperazines
pyrazolopyrimidine
"
23772,LMFA01030119,"Unsaturated fatty acids
"
23774,C13800,"Nitro fatty acids
"
23774,LMFA01120001,"Nitro fatty acids
"
23775,C14781,"Epoxyeicosatrienoic acids
"
23775,LMFA03080007,"Epoxyeicosatrienoic acids
"
23779,LMFA03020010,"Leukotrienes
"
23782,C14717,"Prostaglandins
"
23782,LMFA03010021,"Prostaglandins
"
23785,CHEBI:34505,"prostanoid
"
23785,C13809,"Isoprostanes
"
23785,LMFA03110001,"Isoprostanes
"
23792,CHEBI:58961,"fatty amide
N-acylglycine
"
23792,LMFA08020003,"N-acyl amines
"
23795,CHEBI:28111,"alpha-CH2-containing aldehyde
phenylacetaldehydes
"
23915,CPD-12609,"an isoflavone
"
23921,CHEBI:17537,"L-tyrosine derivative
dipeptide
"
23935,CHEBI:9464,"sterol ester
enanthate ester
"
23935,C08157,"C19 steroids (androgens) and derivatives
"
23935,LMST02020075,"C19 steroids (androgens) and derivatives
"
23939,LMST02020095,"C19 steroids (androgens) and derivatives
"
23943,LMFA03110003,"Isoprostanes
"
23945,CHEBI:19702,"methylguanosine
"
23952,CHEBI:70989,"acetamides
cytidines
"
23955,LMST02020103,"C19 steroids (androgens) and derivatives
"
23957,LMST05030014,"Glycine conjugates
"
23958,CHEBI:28969,"tryptamine alkaloid
tryptamines
"
23958,C08302,"Indole alkaloids
"
23959,CHEBI:34306,"hydroxy monocarboxylic acid
HETE
"
23959,C14748,"Hydroxy/hydroperoxyeicosatetraenoic acids
"
23959,LMFA03060009,"Hydroxy/hydroperoxyeicosatetraenoic acids
"
23975,LMST02020107,"C19 steroids (androgens) and derivatives
"
23977,CHEBI:70867,"methylguanosine
"
23983,LMST02020017,"C19 steroids (androgens) and derivatives
"
23993,CHEBI:70824,"phenols
N-acylglycine
"
23995,CHEBI:42989,"7beta-hydroxy steroid
oxysterol
"
23995,LMST01010047,"Cholesterol and derivatives
"
23998,LMST05010041,"Glucuronides
"
24001,CHEBI:29002,"propane-1,2-diol
"
24003,CHEBI:16302,"retinol
"
24003,C00899,"Retinoids
"
24003,LMPR01090005,"Retinoids
"
24006,CHEBI:6067,"retinoic acid
"
24006,LMPR01090021,"Retinoids
"
24007,CHEBI:45487,"retinal
"
24007,LMPR01090018,"Retinoids
"
24008,LMST03010040,"Vitamin D2 and derivatives
"
24010,LMST03010051,"Vitamin D2 and derivatives
"
24012,CHEBI:30164,"myo-inositol pentakisphosphate
"
24018,DIHYDROXYPHENYLGLYCOLALDEHYDE,"a small molecule
"
24020,LMFA03060093,"Hydroxy/hydroperoxyeicosatetraenoic acids
"
24023,CHEBI:50619,"gamma-glutamylalanine
"
24024,CHEBI:64136,"phenols
monohydroxybenzoic acid
"
24025,C16677,"Retinoids
"
24027,CHEBI:34477,"3-oxo steroid
17beta-hydroxy steroid
6beta-hydroxy steroid
androstanoid
"
24027,LMST02020054,"C19 steroids (androgens) and derivatives
"
24031,CHEBI:75108,"omega-6 fatty acid
octadecadienoic acid
"
24031,LMFA01030123,"Unsaturated fatty acids
"
24032,CHEBI:18252,"3beta-sterol
"
24032,C05437,"Cholesterol and derivatives
"
24032,LMST01010066,"Cholesterol and derivatives
"
24033,CHEBI:49268,"delta-amino acid
2-oxo monocarboxylic acid
"
24033,C01110,"Oxo fatty acids
"
24033,LMFA01060169,"Oxo fatty acids
"
24034,CHEBI:28413,"1-(phosphoribosyl)imidazole
aminoimidazole
imidazole-4-carboxylic acid
"
24035,CHEBI:37946,"aryl sulfate
"
24038,CHEBI:18431,"triol
7alpha-hydroxy steroid
26-hydroxy steroid
oxysterol
"
24038,C06341,"Cholesterol and derivatives
"
24038,LMST04030081,"C27 bile acids, alcohols, and derivatives
"
24039,LMST01010211,"Cholesterol and derivatives
"
24040,C16678,"Retinoids
"
24040,LMPR01090026,"Retinoids
"
24045,CHEBI:55329,"omega-hydroxy fatty acid anion
"
24045,16-HYDROXYPALMITATE,"a &omega;-hydroxy fatty acid
"
24055,CHEBI:35374,"mannose phosphate
"
24056,CHEBI:16508,"muconic acid
"
24056,LMFA01170077,"Dicarboxylic acids
"
24067,CHEBI:16717,"tricarboxylic acid
"
24076,CHEBI:63799,"ureas
benzyl alcohols
sulfonamide
"
24078,CHEBI:40673,"L-alpha-amino acid
2-amino-3-oxobutanoic acid
"
24078,C03508,"Oxo fatty acids
"
24078,LMFA01060172,"Oxo fatty acids
"
24080,CHEBI:16878,"glutamic acid derivative
"
24081,CHEBI:17167,"lactaldehyde
"
24082,CHEBI:64868,"saturated fatty acyl-CoA(4-)
"
24088,CHEBI:27491,"leukotriene
"
24088,C06462,"Leukotrienes
"
24088,LMFA03020009,"Leukotrienes
"
24095,CHEBI:52897,"quaternary ammonium ion
phosphocholines
phosphosphingolipid
"
24095,C03640,"Lysosphingomyelins and lysoglycosphingolipids
"
24098,CHEBI:15634,"dihydrofolic acids
"
24101,CHEBI:16319,"glutamic semialdehyde
"
24102,CHEBI:35422,"aryl sulfate
"
24104,CHEBI:74397,"long-chain fatty acyl-CoA
"
24108,CHEBI:15537,"acyl-CoA
"
24121,LMFA07050007,"Fatty acyl CoAs
"
24130,CHEBI:34665,"isoquinolines
carboxamidine
"
24132,CHEBI:28806,"purine 2'-deoxyribonucleoside 5'-monophosphate
deoxyinosine phosphate
"
24191,CHEBI:74767,"dipeptide
"
24199,CHEBI:46372,"ubiquinones
"
24199,C00399,"Ubiquinones
"
24204,LMST01020004,"Steryl esters
"
24205,CHEBI:82751,"organic molecular entity
"
24205,LMST01020014,"Steryl esters
"
24225,CHEBI:18093,"4,5-dihydrocortisone
"
24225,C05469,"C21 steroids (gluco/mineralocorticoids, progestogens) and derivatives
"
24225,LMST02030095,"C21 steroids (gluco/mineralocorticoids, progestogins) and derivatives
"
24228,CHEBI:27832,"17alpha-hydroxy steroid
3beta-hydroxy steroid
21-hydroxy steroid
"
24228,LMST02030141,"C21 steroids (gluco/mineralocorticoids, progestogins) and derivatives
"
24232,C05504,"C18 steroids (estrogens) and derivatives
Glucuronides
"
24232,LMST05010008,"Glucuronides
"
24235,C05293,"C19 steroids (androgens) and derivatives
"
24235,LMST02020069,"C19 steroids (androgens) and derivatives
"
24236,CHEBI:27768,"3-oxo steroid
7alpha-hydroxy steroid
17-oxo steroid
androstanoid
"
24236,C05296,"C19 steroids (androgens) and derivatives
"
24236,LMST02020071,"C19 steroids (androgens) and derivatives
"
24240,CHEBI:27406,"quinone
indoledione
"
24240,CPD-12373,"an alkaloid
"
24246,CHEBI:27791,"uridine 5'-phosphate
pyrimidine ribonucleoside 5'-tetraphosphate
"
24249,CHEBI:12350,"D-fructofuranose 2-phosphate
"
24250,CHEBI:27951,"2-oxo monocarboxylic acid
3-hydroxy monocarboxylic acid
carboxyalkyl phosphate
oxoalkyl phosphate
hydroxyalkyl phosphate
"
24251,CHEBI:18336,"threonine derivative
O-phosphoamino acid
"
24253,CHEBI:33199,"terminal acetylenic compound
monounsaturated fatty acid
acetylenic fatty acid
short-chain fatty acid
"
24257,CHEBI:27748,"pyridine nucleoside
"
24259,CHEBI:31116,"monohydroxybenzoic acid
"
24259,LMPR02010045,"Ubiquinones
"
24260,CHEBI:1109,"phenols
"
24260,LMPR02010042,"Ubiquinones
"
24264,CHEBI:929,"aminopyrimidine
pyrimidone
N-glycosyl compound
ribose triphosphate
"
24270,CHEBI:16244,"amino-acid betaine
"
24270,GAMMA-BUTYROBETAINE,"an N-substituted amino acid
"
24273,CHEBI:18416,"cysteine derivative
"
24274,CHEBI:9493,"pentacyclic triterpenoid
"
24274,C06083,"Arborinane and stictane triterpenoids
Hopanes
"
24274,LMPR0106210001,"Arborinane and stictane triterpenoids
"
24277,CHEBI:16608,"3beta-sterol
"
24277,LMST01010096,"Cholesterol and derivatives
"
24279,CHEBI:50586,"3beta-sterol
"
24279,C15777,"Ergosterols and C24-methyl derivatives
"
24281,C15783,"Stigmasterols and C24-ethyl derivatives
"
24283,CHEBI:18409,"2-acetyllactic acid
"
24288,CPD-941,"a small molecule
"
24303,CHEBI:28047,"3alpha-hydroxy steroid
7alpha-hydroxy steroid
"
24303,C05452,"C27 bile acids, alcohols, and derivatives
"
24303,LMST04030109,"C27 bile acids, alcohols, and derivatives
"
24455,LMGL02010009,"Diacylglycerols
"
24459,CHEBI:75466,"1,2-diacyl-sn-glycerol
1-palmitoyl-2-oleoylglycerol
"
24459,C13861,"Diacylglycerols
"
24459,LMGL02010006,"Diacylglycerols
"
24517,CHEBI:75468,"1,2-diacyl-sn-glycerol
1-stearoyl-2-oleoylglycerol
"
24517,LMGL02010043,"Diacylglycerols
"
24518,CHEBI:77097,"1,2-diacyl-sn-glycerol
"
24518,LMGL02010050,"Diacylglycerols
"
24536,CHEBI:77129,"1,2-diacyl-sn-glycerol
"
24536,LMGL02010216,"Diacylglycerols
"
25207,CHEBI:78270,"2-acyl-sn-glycero-3-phosphate
"
25207,LMGP10050014,"Monoacylglycerophosphates
"
25208,CHEBI:74330,"2-acyl-sn-glycero-3-phosphate
"
25209,CHEBI:15799,"1-acyl-sn-glycerol 3-phosphate
1-palmitoylglycerol 3-phosphate
"
25209,LMGP10050006,"Monoacylglycerophosphates
"
25210,CHEBI:74850,"1-acyl-sn-glycerol 3-phosphate
"
25210,LMGP10050005,"Monoacylglycerophosphates
"
25211,CHEBI:62837,"1-acyl-sn-glycerol 3-phosphate
"
25211,LMGP10050008,"Monoacylglycerophosphates
"
25212,CHEBI:62834,"1-acyl-sn-glycerol 3-phosphate
"
25212,LMGP10050017,"Monoacylglycerophosphates
"
25213,LMGP10010007,"Diacylglycerophosphates
"
25214,CHEBI:64844,"1,2-diacyl-sn-glycerol 3-phosphate
"
25214,LMGP10010032,"Diacylglycerophosphates
"
25215,CHEBI:73259,"1,2-diacyl-sn-glycerol 3-phosphate
"
25215,LMGP10010023,"Diacylglycerophosphates
"
25216,CHEBI:77248,"1-acyl-2-linoleoyl-sn-glycero-3-phosphate
"
25216,LMGP10010036,"Diacylglycerophosphates
"
25219,CHEBI:75357,"1,2-diacyl-sn-glycerol 3-phosphate
"
25220,LMGP10010962,"Diacylglycerophosphates
"
25221,CHEBI:45240,"1,2-diacyl-sn-glycero-3-phosphocholine(1+)
"
25221,LMGP01010477,"Diacylglycerophosphocholines
"
25222,LMGP01011364,"Diacylglycerophosphocholines
"
25223,LMGP01010479,"Diacylglycerophosphocholines
"
25224,CHEBI:75062,"phosphatidylcholine 30:0
"
25224,LMGP01010481,"Diacylglycerophosphocholines
"
25225,LMGP01010485,"Diacylglycerophosphocholines
"
25226,LMGP01010488,"Diacylglycerophosphocholines
"
25227,CHEBI:73793,"phosphatidylcholine 32:1
"
25227,LMGP01010490,"Diacylglycerophosphocholines
"
25228,LMGP01010492,"Diacylglycerophosphocholines
"
25230,LMGP01011369,"Diacylglycerophosphocholines
"
25231,LMGP01010497,"Diacylglycerophosphocholines
"
25232,LMGP01010499,"Diacylglycerophosphocholines
"
25233,LMGP01010505,"Diacylglycerophosphocholines
"
25234,LMGP01011372,"Diacylglycerophosphocholines
"
25235,LMGP01011373,"Diacylglycerophosphocholines
"
25236,LMGP01012127,"Diacylglycerophosphocholines
"
25237,LMGP01011374,"Diacylglycerophosphocholines
"
25238,LMGP01010506,"Diacylglycerophosphocholines
"
25239,LMGP01012128,"Diacylglycerophosphocholines
"
25240,LMGP01010508,"Diacylglycerophosphocholines
"
25241,LMGP01010511,"Diacylglycerophosphocholines
"
25242,LMGP01012129,"Diacylglycerophosphocholines
"
25243,LMGP01011377,"Diacylglycerophosphocholines
"
25245,LMGP01012130,"Diacylglycerophosphocholines
"
25247,LMGP01010512,"Diacylglycerophosphocholines
"
25248,LMGP01010515,"Diacylglycerophosphocholines
"
25249,LMGP01010516,"Diacylglycerophosphocholines
"
25254,LMGP01011381,"Diacylglycerophosphocholines
"
25255,LMGP01010523,"Diacylglycerophosphocholines
"
25256,LMGP01011382,"Diacylglycerophosphocholines
"
25257,LMGP01011384,"Diacylglycerophosphocholines
"
25258,LMGP01011385,"Diacylglycerophosphocholines
"
25259,LMGP01011389,"Diacylglycerophosphocholines
"
25261,LMGP01011390,"Diacylglycerophosphocholines
"
25262,LMGP01011391,"Diacylglycerophosphocholines
"
25264,LMGP01011393,"Diacylglycerophosphocholines
"
25266,LMGP01011397,"Diacylglycerophosphocholines
"
25267,LMGP01011398,"Diacylglycerophosphocholines
"
25268,LMGP01011399,"Diacylglycerophosphocholines
"
25269,LMGP01012132,"Diacylglycerophosphocholines
"
25270,LMGP01011400,"Diacylglycerophosphocholines
"
25271,LMGP01011401,"Diacylglycerophosphocholines
"
25273,LMGP01011402,"Diacylglycerophosphocholines
"
25274,LMGP01011404,"Diacylglycerophosphocholines
"
25275,LMGP01012133,"Diacylglycerophosphocholines
"
25276,LMGP01011406,"Diacylglycerophosphocholines
"
25277,LMGP01011407,"Diacylglycerophosphocholines
"
25279,LMGP01012135,"Diacylglycerophosphocholines
"
25287,LMGP01011410,"Diacylglycerophosphocholines
"
25288,LMGP01011411,"Diacylglycerophosphocholines
"
25289,LMGP01010530,"Diacylglycerophosphocholines
"
25290,LMGP01010532,"Diacylglycerophosphocholines
"
25291,LMGP01010535,"Diacylglycerophosphocholines
"
25292,LMGP01010539,"Diacylglycerophosphocholines
"
25293,LMGP01010541,"Diacylglycerophosphocholines
"
25294,LMGP01011415,"Diacylglycerophosphocholines
"
25295,LMGP01010543,"Diacylglycerophosphocholines
"
25296,LMGP01011416,"Diacylglycerophosphocholines
"
25297,LMGP01011417,"Diacylglycerophosphocholines
"
25298,LMGP01011418,"Diacylglycerophosphocholines
"
25299,LMGP01011420,"Diacylglycerophosphocholines
"
25300,LMGP01011421,"Diacylglycerophosphocholines
"
25301,LMGP01011422,"Diacylglycerophosphocholines
"
25308,LMGP01011426,"Diacylglycerophosphocholines
"
25309,LMGP01011428,"Diacylglycerophosphocholines
"
25310,LMGP01011429,"Diacylglycerophosphocholines
"
25320,CHEBI:75304,"phosphatidylcholine 30:0
"
25320,LMGP01010560,"Diacylglycerophosphocholines
"
25321,LMGP01011463,"Diacylglycerophosphocholines
"
25322,LMGP01010562,"Diacylglycerophosphocholines
"
