cid,cStruc,canonical_smiles,Isomeric_smiles,IUPAC,cFormula,InChiKey,MW,AlogP,Num_AromaticRings,Num_H_Acceptors,Num_H_Donors,Num_RotatableBonds,Num_Rings,SensoryThr,toxicity_val
2174,CC(C)C[C@H](NC(=O)[C@@H](N)CCC(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(N)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)O)[C@@H](C)O,CC(C)CC(C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CC(=O)N)C(=O)N2CCCC2C(=O)NC(CO)C(=O)NC(C(C)O)C(=O)NC(CC(=O)N)C(=O)N3CCCC3C(=O)NC(CC4=CNC5=CC=CC=C54)C(=O)NC(CC6=CN=CN6)C(=O)O)NC(=O)C(CCC(=O)N)N,C[C@H]([C@@H](C(=O)N[C@@H](CC(=O)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC2=CNC3=CC=CC=C32)C(=O)N[C@@H](CC4=CN=CN4)C(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H]5CCCN5C(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC6=CC=CC=C6)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)N)N)O,"(2S)-2-[[(2S)-2-[[(2S)-1-[(2S)-4-amino-2-[[(2S,3R)-2-[[(2S)-2-[[(2S)-1-[(2S)-4-amino-2-[[(2S)-2-[[(2S)-2-[[(2S)-2,5-diamino-5-oxopentanoyl]amino]-4-methylpentanoyl]amino]-3-phenylpropanoyl]amino]-4-oxobutanoyl]pyrrolidine-2-carbonyl]amino]-3-hydroxypropanoyl]amino]-3-hydroxybutanoyl]amino]-4-oxobutanoyl]pyrrolidine-2-carbonyl]amino]-3-(1H-indol-3-yl)propanoyl]amino]-3-(1H-imidazol-5-yl)propanoic acid",C62H85N17O17,VTDIVBQCTUIHSN-IYBAVDRRSA-N,1340.442,-6.3073,4,16,15,46,6.0,0,0.0
2176,O=C1CNC(=O)CN1,C1C(=O)NCC(=O)N1,C1C(=O)NCC(=O)N1,"piperazine-2,5-dione",C4H6N2O2,BXRNXXXXHLBUKK-UHFFFAOYSA-N,114.1026,-1.8804,0,2,2,0,1.0,0,0.0
2177,C[C@@H]1NC(=O)[C@H](C)NC1=O,CC1C(=O)NC(C(=O)N1)C,C[C@H]1C(=O)N[C@H](C(=O)N1)C,"(3S,6S)-3,6-dimethylpiperazine-2,5-dione",C6H10N2O2,WWISPHBAYBECQZ-IMJSIDKUSA-N,142.1558,-0.912,0,2,2,0,1.0,0,0.0
2178,O=C(O)C1(O)C[C@@H](O)C(O)[C@H](O)C1,C1C(C(C(CC1(C(=O)O)O)O)O)O,C1[C@H](C([C@@H](CC1(C(=O)O)O)O)O)O,"(3R,5R)-1,3,4,5-tetrahydroxycyclohexane-1-carboxylic acid",C7H12O6,AAWZDTNXLSGCEK-LNVDRNJUSA-N,192.1666,-2.3923,0,4,4,1,1.0,0,0.0
2180,O=C(/C=C/C=C/c1ccc2c(c1)OCO2)N1CCCCC1,C1CCN(CC1)C(=O)C=CC=CC2=CC3=C(C=C2)OCO3,C1CCN(CC1)C(=O)/C=C/C=C/C2=CC3=C(C=C2)OCO3,"(2E,4E)-5-(1,3-benzodioxol-5-yl)-1-piperidin-1-ylpenta-2,4-dien-1-one",C17H19NO3,MXXWOMGUGJBKIW-YPCIICBESA-N,285.3377,2.7582,1,3,0,4,3.0,0,0.0
2181,CC1=C2C(=O)C=C(CO)[C@@H]2[C@H]2OC(=O)C(C)[C@@H]2[C@@H](O)C1,CC1=C2C(=O)C=C(CO)[C@@H]2[C@H]2OC(=O)C(C)[C@@H]2[C@@H](O)C1,CC1=C2C(=O)C=C(CO)[C@@H]2[C@H]2OC(=O)C(C)[C@@H]2[C@@H](O)C1,,C15H18O5,ZHZZKRDEPZMPLJ-WMNLTVTKSA-N,278.3004,0.2055,0,5,2,1,3.0,0,0.0
2182,CCCCCCCc1cc(=O)c2ccccc2[nH]1,CCCCCCCC1=CC(=O)C2=CC=CC=C2N1,CCCCCCCC1=CC(=O)C2=CC=CC=C2N1,2-heptyl-1H-quinolin-4-one,C16H21NO,UYRHHBXYXSYGHA-UHFFFAOYSA-N,243.344,4.8532,2,1,1,6,2.0,0,0.0
2183,C=C1C(O)CCC(C)=CC2OC(=O)C(C)C2CC1O,CC1C2CC(C(=C)C(CCC(=CC2OC1=O)C)O)O,CC1C2CC(C(=C)C(CCC(=CC2OC1=O)C)O)O,"5,7-dihydroxy-3,10-dimethyl-6-methylidene-3,3a,4,5,7,8,9,11a-octahydrocyclodeca[b]furan-2-one",C15H22O4,FVOPNOOQXZXYRT-UHFFFAOYSA-N,266.3328,1.8576,0,4,2,0,2.0,0,0.0
2186,CC[C@H](C)C(=O)C1=C(O[Si](C)(C)C)[C@@](O[Si](C)(C)C)(C(=O)CC=C(C)C)[C@@H](CC=C(C)C)C1=O,CC[C@H](C)C(=O)C1=C(O[Si](C)(C)C)[C@@](O[Si](C)(C)C)(C(=O)CC=C(C)C)[C@@H](CC=C(C)C)C1=O,CC[C@H](C)C(=O)C1=C(O[Si](C)(C)C)[C@@](O[Si](C)(C)C)(C(=O)CC=C(C)C)[C@@H](CC=C(C)C)C1=O,,C27H46O5Si2,QHGGPAUBGUQBCS-IZVMNLJQSA-N,506.8221,7.1465,0,5,0,12,1.0,0,0.0
2189,CC1(C)C2CC[C@@]1(C)C(=O)C2,CC1(C2CCC1(C(=O)C2)C)C,C[C@@]12CCC(C1(C)C)CC2=O,"(1R)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",C10H16O,DSSYKIVIOFKYAU-MHPPCMCBSA-N,152.2334,1.9358,0,1,0,0,2.0,0,0.0
2192,COc1ccc(O)c(C(C)(C)C)c1,CC(C)(C)C1=C(C=CC(=C1)OC)O,CC(C)(C)C1=C(C=CC(=C1)OC)O,2-tert-butyl-4-methoxyphenol,C11H16O2,MRBKEAMVRSLQPH-UHFFFAOYSA-N,180.2435,2.9466,1,2,1,2,1.0,0,0.0
2193,CC(=O)c1oc2cc(O[C@@H]3OC(CO)[C@@H](O)C(O)C3O)cc(O)c2c(=O)c1-c1ccc(O)cc1,CC(=O)C1=C(C(=O)C2=C(C=C(C=C2O1)OC3C(C(C(C(O3)CO)O)O)O)O)C4=CC=C(C=C4)O,CC(=O)C1=C(C(=O)C2=C(C=C(C=C2O1)O[C@H]3C(C([C@@H](C(O3)CO)O)O)O)O)C4=CC=C(C=C4)O,"2-acetyl-5-hydroxy-3-(4-hydroxyphenyl)-7-[(2S,5S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",C23H22O11,LFVPAOVVIFRRDV-RNDQNAPQSA-N,474.4142,0.9013,3,11,6,5,4.0,0,0.0
2195,O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12,C1C2C(C(S1)CCCCC(=O)O)NC(=O)N2,C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)O)NC(=O)N2,"5-[(3aS,4S,6aR)-2-oxo-1,3,3a,4,6,6a-hexahydrothieno[3,4-d]imidazol-4-yl]pentanoic acid",C10H16N2O3S,YBJHBAHKTGYVGT-ZKWXMUAHSA-N,244.3106,1.0337,0,2,2,5,2.0,0,0.0
2196,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(CO)O)O)O,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO)O)O)O,"7,8-dimethyl-10-[(2S,3S,4R)-2,3,4,5-tetrahydroxypentyl]benzo[g]pteridine-2,4-dione",C17H20N4O6,AUNGANRZJHBGPY-SCRDCRAPSA-N,376.3639,0.9794,3,8,5,5,3.0,0,0.0
2197,O=C(O)c1cccnc1,C1=CC(=CN=C1)C(=O)O,C1=CC(=CN=C1)C(=O)O,pyridine-3-carboxylic acid,C6H5NO2,PVNIIMVLHYAWGP-UHFFFAOYSA-N,123.1094,0.2838,1,1,0,1,1.0,0,0.0
2198,O=S(=O)([O-])[O-].[Ca+2],[O-]S(=O)(=O)[O-].[Ca+2],[O-]S(=O)(=O)[O-].[Ca+2],calcium;sulfate,CaO4S,OSGAYBCDTDRGGQ-UHFFFAOYSA-L,136.1406,-2.0134,0,0,0,0,0.0,0,0.0
2199,O=S(=O)([O-])[O-].[Cu+2],[O-]S(=O)(=O)[O-].[Cu+2],[O-]S(=O)(=O)[O-].[Cu+2],copper;sulfate,CuO4S,ARUVKPQLZAKDPS-UHFFFAOYSA-L,159.6086,-2.0134,0,0,0,0,0.0,0,0.0
2200,N[C@H](Cc1ccccc1)C(=O)O,C1=CC=C(C=C1)CC(C(=O)O)N,C1=CC=C(C=C1)C[C@H](C(=O)O)N,(2R)-2-amino-3-phenylpropanoic acid,C9H11NO2,COLNVLDHVKWLRT-MRVPVSSYSA-N,165.1891,0.8486,1,0,0,3,1.0,0,0.0
2201,N[C@H](Cc1c[nH]c2ccccc12)C(=O)O,C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N,C1=CC=C2C(=C1)C(=CN2)C[C@H](C(=O)O)N,(2R)-2-amino-3-(1H-indol-3-yl)propanoic acid,C11H12N2O2,QIVBCDIJIAJPQS-SECBINFHSA-N,204.2252,0.6263,2,0,1,3,2.0,0,0.0
2202,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,CC1CCC2C(C(=O)OC3C24C1CCC(O3)(OO4)C)C,C[C@@H]1CC[C@H]2[C@H](C(=O)O[C@H]3[C@@]24[C@H]1CC[C@](O3)(OO4)C)C,"(1R,4S,5R,8S,9R,12S,13R)-1,5,9-trimethyl-11,14,15,16-tetraoxatetracyclo[10.3.1.04,13.08,13]hexadecan-10-one",C15H22O5,BLUAFEHZUWYNDE-NNWCWBAJSA-N,282.3322,3.1397,0,5,0,0,4.0,0,0.0
2203,[Cl-].[Cl-].[Fe+2],[Cl-].[Cl-].[Fe+2],[Cl-].[Cl-].[Fe+2],iron(2+);dichloride,Cl2Fe,NMCUIPGRVMDVDB-UHFFFAOYSA-L,126.751,-5.3474,0,0,0,0,0.0,0,0.0
2204,[Cl-].[Cl-].[Cl-].[Fe+3],[Cl-].[Cl-].[Cl-].[Fe+3],[Cl-].[Cl-].[Cl-].[Fe+3],iron(3+);trichloride,Cl3Fe,RBTARNINKXHZNM-UHFFFAOYSA-K,162.204,-8.0211,0,0,0,0,0.0,0,0.0
2205,O=S(=O)([O-])[O-].[Zn+2],[O-]S(=O)(=O)[O-].[Zn+2],[O-]S(=O)(=O)[O-].[Zn+2],zinc;sulfate,O4SZn,NWONKYPBYAMBJT-UHFFFAOYSA-L,161.4526,-2.0134,0,0,0,0,0.0,0,0.0
2206,[Cl-].[Cl-].[Cu+2],[Cl-].[Cl-].[Cu+2],[Cl-].[Cl-].[Cu+2],copper;dichloride,Cl2Cu,ORTQZVOHEJQUHG-UHFFFAOYSA-L,134.452,-5.3474,0,0,0,0,0.0,0,0.0
2208,C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C2C(=O)OCC[C@H]21,C=CC1C2CCOC(=O)C2=COC1OC3C(C(C(C(O3)CO)O)O)O,C=C[C@@H]1[C@@H]2CCOC(=O)C2=CO[C@H]1O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O,"(3S,4R,4aS)-4-ethenyl-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4,4a,5,6-tetrahydro-3H-pyrano[3,4-c]pyran-8-one",C16H22O9,VSJGJMKGNMDJCI-ZASXJUAOSA-N,358.3405,-1.5936,0,9,4,4,3.0,0,0.0
2210,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)c(O)c3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)O)O)O)CO)O)O)O)O)O,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC(=C(C=C5)O)O)O)CO)O)O)O)O)O,"(2S)-7-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5-hydroxy-2,3-dihydrochromen-4-one",C27H32O15,OBKKEZLIABHSGY-DOYQYKRZSA-N,596.534,-0.7328,2,15,9,6,5.0,0,0.0
2211,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,"(2S)-5-hydroxy-2-(3-hydroxy-4-methoxyphenyl)-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxy-2,3-dihydrochromen-4-one",C28H34O15,QUQPHWDTPGMPEX-QJBIFVCTSA-N,610.5606,-0.4818,2,15,8,7,5.0,0,0.0
2212,C[C@@H]1O[C@@H](Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@H](O)[C@H]1O,CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxychromen-4-one",C21H20O11,OXGUCUVFOIWWQJ-HQBVPOQASA-N,448.3769,1.5148,3,11,7,3,4.0,0,0.0
2213,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-4-one",C27H30O16,IKGXIBQEEMLURG-NVPNHPEKSA-N,610.5175,-0.2321,3,16,10,6,5.0,0,0.0
2214,O=c1cc(-c2ccc(O)cc2)oc2cc(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c12,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=C(C(=C3O)C4C(C(C(C(O4)CO)O)O)O)O)O,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=C(C(=C3O)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O,"5,7-dihydroxy-2-(4-hydroxyphenyl)-6-[(2S,3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]chromen-4-one",C21H20O10,MYXNWGACZJSMBT-VJXVFPJBSA-N,432.3775,0.6743,3,10,7,3,4.0,0,0.0
2221,Oc1cc(O)c2cc(O)c(-c3ccc(O)c(O)c3)[o+]c2c1.[Cl-],C1=CC(=C(C=C1C2=[O+]C3=CC(=CC(=C3C=C2O)O)O)O)O.[Cl-],C1=CC(=C(C=C1C2=[O+]C3=CC(=CC(=C3C=C2O)O)O)O)O.[Cl-],"2-(3,4-dihydroxyphenyl)chromenylium-3,5,7-triol;chloride",C15H11ClO6,COAWNPJQKJEHPG-UHFFFAOYSA-N,322.6972,0.1473,3,6,5,1,3.0,0,0.0
2223,Oc1cc(O)c2cc(O)c(-c3ccc(O)c(O)c3)[o+]c2c1.[Cl],C1=CC(=C(C=C1C2=[O+]C3=CC(=CC(=C3C=C2O)O)O)O)O.Cl,C1=CC(=C(C=C1C2=[O+]C3=CC(=CC(=C3C=C2O)O)O)O)O.Cl,"2-(3,4-dihydroxyphenyl)chromenylium-3,5,7-triol;hydrochloride",C15H12ClO6+,CNAXVFFQRMVPQD-UHFFFAOYSA-O,322.6972,2.821,3,6,5,1,3.0,0,0.0
2224,Oc1ccc(-c2[o+]c3cc(O)cc(O)c3cc2O)cc1.[Cl],Oc1ccc(-c2[o+]c3cc(O)cc(O)c3cc2O)cc1.[Cl],Oc1ccc(-c2[o+]c3cc(O)cc(O)c3cc2O)cc1.[Cl],,C15H11ClO5+,YMCQDCDXOYQCCW-UHFFFAOYSA-O,306.6978,3.0884,3,5,4,1,3.0,0,0.0
2225,CC(=O)/C=C/C=C/C(O)CC/C=C/C=C/C(O)=N/CC(C)(C)O,CC(=O)C=CC=CC(CCC=CC=CC(=O)NCC(C)(C)O)O,CC(=O)/C=C/C=C/C(CC/C=C/C=C/C(=O)NCC(C)(C)O)O,"(2E,4E,9E,11E)-8-hydroxy-N-(2-hydroxy-2-methylpropyl)-13-oxotetradeca-2,4,9,11-tetraenamide",C18H27NO4,TYZQAUNZFBMABP-SOHRNAHQSA-N,321.4113,1.3904,0,5,3,10,0.0,0,0.0
2226,O=c1c(O[C@@H]2OC[C@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,C1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O,C1[C@@H]([C@@H]([C@H]([C@@H](O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4S,5S)-3,4,5-trihydroxyoxan-2-yl]oxychromen-4-one",C20H18O11,PZZRDJXEMZMZFD-IEGSVRCHSA-N,434.3503,1.1373,3,11,7,3,4.0,0,0.0
2227,O=C1c2c(O)cccc2[C@H]([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2cc(CO)cc(O)c21,C1=CC2=C(C(=C1)O)C(=O)C3=C(C2C4C(C(C(C(O4)CO)O)O)O)C=C(C=C3O)CO,C1=CC2=C(C(=C1)O)C(=O)C3=C([C@H]2[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)C=C(C=C3O)CO,"(10S)-1,8-dihydroxy-3-(hydroxymethyl)-10-[(2S,3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-10H-anthracen-9-one",C21H22O9,AFHJQYHRLPMKHU-OSYMLPPYSA-N,418.394,-0.4539,2,9,7,3,4.0,0,0.0
2228,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,COC1=C(C=CC(=C1)C=CC(=O)CC(=O)C=CC2=CC(=C(C=C2)O)OC)O,COC1=C(C=CC(=C1)/C=C/C(=O)CC(=O)/C=C/C2=CC(=C(C=C2)O)OC)O,"(1E,6E)-1,7-bis(4-hydroxy-3-methoxyphenyl)hepta-1,6-diene-3,5-dione",C21H20O6,VFLDPWHFBUODDF-FCXRPNKRSA-N,368.3799,3.0102,2,6,2,8,2.0,0,0.0
2229,C[C@H]1[C@H]2[C@@H](O[C@]13CC[C@@H](C)CO3)[C@@H](O)[C@H]1[C@@H]3CC[C@H]4C[C@@H](O[C@@H]5O[C@H](CO)[C@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O[C@@H]7OC[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)C[C@]4(C)[C@H]3CC[C@@]12C,CC1CCC2(C(C3C(O2)C(C4C3(CCC5C4CCC6C5(CC(C(C6)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)CO)O)OC9C(C(C(CO9)O)O)O)OC2C(C(C(C(O2)CO)O)OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O)C)C)O)C)OC1,C[C@@H]1CC[C@@]2([C@H]([C@H]3[C@@H](O2)[C@H]([C@@H]4[C@@]3(CC[C@H]5[C@H]4CC[C@@H]6[C@@]5(C[C@H]([C@@H](C6)O[C@H]7[C@@H]([C@H]([C@H]([C@H](O7)CO)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O[C@H]9[C@@H]([C@H]([C@@H](CO9)O)O)O)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O)O)C)C)O)C)OC1,"(2S,3R,4S,5S,6R)-2-[(2S,3R,4S,5S,6R)-2-[(2S,3R,4S,5R,6R)-2-[(2R,3R,4R,5R,6R)-6-[(1R,2S,3S,4R,5'R,6R,7S,8R,9S,12S,13S,15R,16R,18S)-3,15-dihydroxy-5',7,9,13-tetramethylspiro[5-oxapentacyclo[10.8.0.02,9.04,8.013,18]icosane-6,2'-oxane]-16-yl]oxy-4,5-dihydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-5-hydroxy-6-(hydroxymethyl)-4-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxyoxan-3-yl]oxy-3,5-dihydroxy-6-(hydroxymethyl)oxan-4-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",C56H92O29,UVYVLBIGDKGWPX-KUAJCENISA-N,1229.3123,-5.2061,0,29,17,14,11.0,0,0.0
2230,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2.Cl,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2.Cl,"2-benzhydryloxy-N,N-dimethylethanamine;hydrochloride",C17H22ClNO,PCHPORCSPXIHLZ-UHFFFAOYSA-N,291.8157,3.2813,2,1,0,6,2.0,0,0.0
2231,Cl.OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1,C1CCN(CC1)CCCC(C2=CC=CC=C2)(C3=CC=CC=C3)O.Cl,C1CCN(CC1)CCCC(C2=CC=CC=C2)(C3=CC=CC=C3)O.Cl,"1,1-diphenyl-4-piperidin-1-ylbutan-1-ol;hydrochloride",C21H28ClNO,AVZIYZHXZAYGJS-UHFFFAOYSA-N,345.9061,4.2886,2,1,1,6,3.0,0,0.0
2232,CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21.Cl.Cl.O,CCC1CN2CCC3=CC(=C(C=C3C2CC1CC4C5=CC(=C(C=C5CCN4)OC)OC)OC)OC.O.Cl.Cl,CC[C@H]1CN2CCC3=CC(=C(C=C3[C@@H]2C[C@@H]1C[C@@H]4C5=CC(=C(C=C5CCN4)OC)OC)OC)OC.O.Cl.Cl,"(2S,3R,11bS)-2-[[(1R)-6,7-dimethoxy-1,2,3,4-tetrahydroisoquinolin-1-yl]methyl]-3-ethyl-9,10-dimethoxy-2,3,4,6,7,11b-hexahydro-1H-benzo[a]quinolizine;hydrate;dihydrochloride",C29H44Cl2N2O5,IZTPMTAWOCEKKM-VXMYZLRESA-N,571.5761,4.5311,2,5,1,7,5.0,0,0.0
2233,Cl.O=C1NCC2(CCN(CCc3ccccc3)CC2)O1,C1CN(CCC12CNC(=O)O2)CCC3=CC=CC=C3.Cl,C1CN(CCC12CNC(=O)O2)CCC3=CC=CC=C3.Cl,"8-(2-phenylethyl)-1-oxa-3,8-diazaspiro[4.5]decan-2-one;hydrochloride",C15H21ClN2O2,FIKFLLIUPUVONI-UHFFFAOYSA-N,296.7924,1.7982,1,2,1,3,3.0,0,0.0
2234,O=C(O)Cc1c[nH]c2ccccc12,C1=CC=C2C(=C1)C(=CN2)CC(=O)O,C1=CC=C2C(=C1)C(=CN2)CC(=O)O,2-(1H-indol-3-yl)acetic acid,C10H9NO2,SEOVTRFCIGRIMH-UHFFFAOYSA-N,175.184,1.2469,2,0,1,2,2.0,0,0.0
2235,OCc1c[nH]c2ccccc12,C1=CC=C2C(=C1)C(=CN2)CO,C1=CC=C2C(=C1)C(=CN2)CO,1H-indol-3-ylmethanol,C9H9NO,IVYPNXXAYMYVSP-UHFFFAOYSA-N,147.1739,1.0032,2,1,2,1,2.0,0,0.0
2236,Cc1ncc([N+](=O)[O-])n1CCO,CC1=NC=C(N1CCO)[N+](=O)[O-],CC1=NC=C(N1CCO)[N+](=O)[O-],2-(2-methyl-5-nitroimidazol-1-yl)ethanol,C6H9N3O3,VAOCPAMSLUNLGC-UHFFFAOYSA-N,171.154,-0.1016,1,2,1,3,1.0,0,0.0
2237,c1ccc2c(CC3=NCCN3)cccc2c1,C1CN=C(N1)CC2=CC=CC3=CC=CC=C32,C1CN=C(N1)CC2=CC=CC3=CC=CC=C32,"2-(naphthalen-1-ylmethyl)-4,5-dihydro-1H-imidazole",C14H14N2,CNIIGCLFLJGOGP-UHFFFAOYSA-N,210.2744,2.2549,2,1,0,2,3.0,0,0.0
